time;id;text;sentiment
2020-03-01 23:37:10;1234261426623143937;"RT @ripewithdecay: @OGPizzaKing Wow! But how about you go ahead &amp; give it to someone else. Myself+ others were just blessed w/some pizza vi…";1
2020-03-01 23:36:39;1234261296197054464;"RT @ripewithdecay: @OGPizzaKing Wow! But how about you go ahead &amp; give it to someone else. Myself+ others were just blessed w/some pizza vi…";1
2020-03-01 23:36:06;1234261158019948544;"RT @ripewithdecay: @OGPizzaKing Wow! But how about you go ahead &amp; give it to someone else. Myself+ others were just blessed w/some pizza vi…";1
2020-03-01 23:36:02;1234261143947898880;@pizzahut Called instead;0
2020-03-01 23:35:02;1234260890981150725;"@OGPizzaKing Wow! But how about you go ahead &amp; give it to someone else. Myself+ others were just blessed w/some piz… https://t.co/ATTEZpTXKu";1
2020-03-01 23:34:18;1234260706805067776;@pizzahut yall petty for taking out the free sauce with the wings. Never again.;1
2020-03-01 23:33:15;1234260442618482688;There are very few pizza crusts I eat but @pizzahut is one if them 🤤;-1
2020-03-01 23:29:44;1234259555623854080;RT @pizzahut: We’ll try to squeeze you in. https://t.co/ASM3eQUjMm;0
2020-03-01 23:23:03;1234257876069294083;@pizzahut Wings wings wings wings wings wings wings wings wings wings;0
2020-03-01 23:22:09;1234257650147160065;@deadsummer Only one way to find out. 🤷‍♂️;0
2020-03-01 23:20:54;1234257332303007745;@pizzahut free pizza? Please🥺;1
2020-03-01 23:20:15;1234257168708145154;@DLendrihas We wanted to check in, Dino. Did your order arrive?;0
2020-03-01 23:15:27;1234255960631365632;@pizzahut your Bellmead Texas RGM be fucking his employees in the walk in (: on the clock by the way;-1
2020-03-01 23:03:49;1234253033757913088;@pizzahut very disappointed in your service tonight. Estimated 25 -35 minute delivery. Confirmated stated deliver a… https://t.co/RV6tJQZyiQ;-1
2020-03-01 23:03:11;1234252876114997248;@Justin_StLouis @pizzahut Salad bar can be good.;1
2020-03-01 23:03:00;1234252827503058944;@Blizzair6 @pizzahut Lol I always order from Pizza Hut. It’s my go to spot. I’ve had minimal problems in the past.… https://t.co/SAB3aM31hw;1
2020-03-01 22:58:31;1234251701135331330;"RT @Nayrixx: Thanks to @pizzahut  in the Trafford centre who just yefused to serve me and my family food because I’m “too drunk” 

I’ve not…";-1
2020-03-01 22:58:27;1234251682948710403;@Justin_StLouis @pizzahut They have never said anything but complementary things about you!;0
2020-03-01 22:55:22;1234250907891748864;"@bosstando1 @DebonairsPizza 🤮🤮🤮I haven't eaten pizza from @DebonairsPizza in 2years cos honestly it's shitty

My pe… https://t.co/ASDD3xBbG2";1
2020-03-01 22:55:15;1234250881119510534;I hate @pizzahut and that's all I have to say;-1
2020-03-01 22:54:51;1234250778925203456;Fantastic idea, too bad #pizzahut  #Dominos  Don't follow suit. https://t.co/jwzPsXAhpW;-1
2020-03-01 22:53:41;1234250486796242944;@pizzahut WWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIII… https://t.co/aP5ADwLwNL;0
2020-03-01 22:51:49;1234250013749854208;@Dom_ismynamenow Domonique, would you mind sending us a private message with some details about your experience we… https://t.co/Iw0Roo10Jb;0
2020-03-01 22:50:16;1234249624367460353;@CaptSparrow14 We wanted to check in. Did your order arrive?;0
2020-03-01 22:49:21;1234249392741322754;"RT @Sega_Sean: @pizzahut WINGS       WINGS
I         G        I        G
N       N       N       N
G        I        G        I
S       WIN…";1
2020-03-01 22:48:55;1234249285669183491;"RT @OrlandoCitySC: A result=Half off @pizzahut large pizzas

Use code LIONSWIN for your online orders! 🍕 #VamosOrlando https://t.co/WjYvETp…";1
2020-03-01 22:44:24;1234248150141087745;@pizzahut if you dont follow me im calling domino's;0
2020-03-01 22:39:56;1234247026084372480;@thebrettman5 @pizzahut Brettman knows what works. Nail the regular pies, forget the novelty crap;-1
2020-03-01 22:39:50;1234247001233031168;"RT @Nayrixx: Thanks to @pizzahut  in the Trafford centre who just yefused to serve me and my family food because I’m “too drunk” 

I’ve not…";-1
2020-03-01 22:38:50;1234246746982748162;@BigBoyVol I don’t need that crazy stuff. Just give me an old fashion Pan Pizza that made @PizzaHut a household name.;-1
2020-03-01 22:38:20;1234246623300972544;@801Drew You're not wrong.;1
2020-03-01 22:37:37;1234246441629077505;"@pizzahut what a shame. i really don't know the next time i'll ever buy a pizza from u again. :( 

i'm not paying $… https://t.co/Fex8JETyvE";1
2020-03-01 22:37:37;1234246440102383617;Should Kenya stay with Mark? #RHOA;0
2020-03-01 22:34:26;1234245641007751169;@SeanLindo @pizzahut What do you think, @PizzaHut? Lots of people are liking my post and saying the same thing! 👀;0
2020-03-01 22:33:04;1234245297384984576;@nevernotfapping Not the kind of wings we meant, but we like you're style!;1
2020-03-01 22:33:01;1234245284936339456;@_LightBREeze @pizzahut You first mistake right there lol;1
2020-03-01 22:31:27;1234244891632377856;Wow @pizzahut I thought we were going to  have a great dinner after church today instead our order was terrible we… https://t.co/rnfmD49u62;-1
2020-03-01 22:30:42;1234244698950135809;@chipman88 We approve this plan. 😂;0
2020-03-01 22:29:52;1234244493009809408;@trmbne2014 We're impressed! 😲;1
2020-03-01 22:26:55;1234243747690340352;@DavidTheHomie Nailed it. 😂;0
2020-03-01 22:26:17;1234243590408167425;@IDEnglish96 Oh, no! Would you mind sending us a private message with some details so we can look into this? https://t.co/PQtSXiQxeo;0
2020-03-01 22:26:16;1234243584993431552;I ordered @pizzahut at 1:50pm today. It’s now almost 5:30 and these people are JUST NOW making my order. I want to riot!;0
2020-03-01 22:23:29;1234242883470970882;@mcwm @pizzahut Follow up: suspect https://t.co/OlLgh27nAl;0
2020-03-01 22:23:28;1234242879138226177;Pizzahut for din din;0
2020-03-01 22:23:22;1234242856530907142;RT @ilyLany: https://t.co/0VpxZtS8Ir dont act like yall forget they exist. BRING THEM BACK @pizzahut https://t.co/YFM7UUYlDh;0
2020-03-01 22:22:14;1234242568818483201;@mcwm @pizzahut More importantly: what is mozzarella poppers pizza;1
2020-03-01 22:17:15;1234241315191177216;@PacoPlayRoblox Sounds like a great future to us. 😋;1
2020-03-01 22:15:36;1234240900492075019;Look @pizzahut how do you burn pizza I will never order from you again https://t.co/5fDxyOzOnD;0
2020-03-01 22:14:40;1234240666747723776;Yo @PapaJohns how yall always got a 1 hour wait. I guess no one out pizzas the hut @pizzahut cause they always get it here in like 30mins;0
2020-03-01 22:14:33;1234240634694836225;@pizzahut Can i get a code for a free 10 piece?;1
2020-03-01 22:12:54;1234240221996179458;@pizzahut Wings;0
2020-03-01 22:12:48;1234240197195255809;@pizzahut Wings;0
2020-03-01 22:12:37;1234240148830736386;@pizzahut Wings;0
2020-03-01 22:12:30;1234240118996684800;@pizzahut Wings;0
2020-03-01 22:12:25;1234240098822017024;@pizzahut Wings;0
2020-03-01 22:07:48;1234238937595400197;@Abigail10220025 You should be able to take your receipt to your local store and either get a replacement of a refund for your missing item.;1
2020-03-01 22:06:41;1234238658036817920;@pizzahut So, no longer serving pizza? Update issue? Also, bring back the $7.99 deal! #pizzahut https://t.co/6yQfLrYnD9;0
2020-03-01 22:05:00;1234238233363525634;"@pizzahut is making some big changes! ""UK arm of the popular chain recently unveiled ambitious plans to become a ca… https://t.co/eZN0kbJpLf";1
2020-03-01 22:00:02;1234236985113362432;Help us @pizzahut, you're our only hope 👀 https://t.co/Adjq3T5aKH;0
2020-03-01 21:50:37;1234234614824214530;@LokayFOX5 @UTBAPH @pizzahut @amhistorymuseum I don’t know why I just discovered they you were retweeted by Used To… https://t.co/Q5eVxeGR6j;0
2020-03-01 21:50:24;1234234559925039105;@pizzahut I’m going to bookmark this tweet and in 10 years when everyone’s forgot about it, I’ll do it 🤣 @pizzahut;0
2020-03-01 21:48:48;1234234154574741504;@_imaniakina This isn't what we want to hear. Would you mind sending us a private message with some details about y… https://t.co/lfDIsoS01k;0
2020-03-01 21:48:26;1234234062140846084;Good job @pizzahut I saw a one of your commercials and instantly started craving @dominos;1
2020-03-01 21:48:09;1234233992372723712;@nilessmiles @pizzahut MORE LIKE BORE RAGNAROK;1
2020-03-01 21:47:25;1234233806707621891;@pizzahut your app does not seem to be working. Can't redeem points (not the 1st time) and now it won't even accept a regular order;0
2020-03-01 21:47:19;1234233781600636930;@dominos I can call a @pizzahut if you want?;0
2020-03-01 21:46:40;1234233619922608128;@mobilemark Thank you for letting us know about this, Mark. Are you still receiving this error?;0
2020-03-01 21:43:03;1234232710002069504;I’m still upset about my pizza from @pizzahut I need a refund;0
2020-03-01 21:39:42;1234231868016316416;@ThomasP83069322 Thomas, would you mind letting our friends @PizzaHutUK or @PizzaHutDeliver know about this?;0
2020-03-01 21:38:34;1234231579062390784;@chetanyaji Our friends @PizzahutIN might be able to help you out.;1
2020-03-01 21:38:01;1234231442630152192;@thevintagevegan Hi Rebecca, so one of the team can look into this for you, would you be able to fill in this short… https://t.co/dMxhLsNL2J;1
2020-03-01 21:35:34;1234230826084204546;@pizzahut some hacked my account and used my points to make an order under a different name. Can someone contact me… https://t.co/EYg2u9b0oy;0
2020-03-01 21:31:20;1234229761750093824;@JacksonBoazCA @pizzahut What's your venmo?;0
2020-03-01 21:29:11;1234229219015712770;Um...@pizzahut This is the mozzarella popper crust?!! Really?? https://t.co/Mb3LRJkL8s;1
2020-03-01 21:27:00;1234228668139884544;"Broke: Me (financially)

Woke: Pooling together money in my staging location to buy @pizzahut";0
2020-03-01 21:24:30;1234228042115010565;@pizzahut wi n gs think I win;1
2020-03-01 21:24:16;1234227984237809665;@pizzahut win g s;1
2020-03-01 21:24:05;1234227938033356808;@pizzahut w in gs;0
2020-03-01 21:23:57;1234227903845539842;@pizzahut w i n g s;0
2020-03-01 21:23:47;1234227862007427072;@pizzahut w     ings;0
2020-03-01 21:23:23;1234227759410532353;@pizzahut w   ings;0
2020-03-01 21:23:08;1234227696487616512;@pizzahut w  ings;0
2020-03-01 21:22:52;1234227631069057024;@pizzahut w ings;0
2020-03-01 21:22:21;1234227500659638275;@pizzahut wings;0
2020-03-01 21:21:38;1234227318278758400;@wtfscarr @atsoy5 @LserkL @pizzahut i wish they did 😔;0
2020-03-01 21:20:51;1234227120735490053;Imagine @pizzahutdeliver sending you the wrong pizza and saying there’s nothing they can do🙃 #pizzahut;-1
2020-03-01 21:20:37;1234227064997318657;@pizzahutuk @pizzahut why is my pizza so greasy in comparison to the other one I ordered🤢 https://t.co/IQaUFkhFW3;-1
2020-03-01 21:10:14;1234224452566683653;How many retweets to bring these back?!?  @pizzahut https://t.co/caDoHUN8t1;1
2020-03-01 21:09:44;1234224326007820288;"“We have a free pizza from @dominos and @pizzahut. Which one do you want?”

Anthony: “let’s order both and see who wins”";1
2020-03-01 21:04:30;1234223006735622153;@MonochromeSoul1 @pizzahut Because when I go out I need sighted assistance by holding someone’s arm.;0
2020-03-01 21:02:53;1234222599388958727;@bethanywhatley Hi Bethany, we're always evaluating the location of our huts so you never know 👀 You can find your… https://t.co/WYa2KisxUx;0
2020-03-01 20:59:56;1234221858595033089;@MickeyDeadGuys This isn't what we want for you. Would you mind sending us a private message so we can try to help? https://t.co/PQtSXiQxeo;0
2020-03-01 20:58:10;1234221412430336000;"RT @Nayrixx: Thanks to @pizzahut  in the Trafford centre who just yefused to serve me and my family food because I’m “too drunk” 

I’ve not…";-1
2020-03-01 20:57:31;1234221249531764736;"@thekctexan We;re sorry we let you down. Would you mind sending us a private message so we can look into this for y… https://t.co/Z76GihyDA1";-1
2020-03-01 20:55:49;1234220824476954624;@pizzahut WINGS ten times in a row;0
2020-03-01 20:52:37;1234220016121339907;@pizzahut Wings never look like the ad wings;0
2020-03-01 20:50:28;1234219475819487234;@pizzahut Wings + 5 X 2;0
2020-03-01 20:44:21;1234217939085209600;Pizza Hut chan drawn by mpenalba on DeviantArt. I really love the pattern of her dress. #pizzahut https://t.co/GHfrE6bgOG;1
2020-03-01 20:40:46;1234217034331959298;@pizzahut you've charged me twice tonight please rectify?;0
2020-03-01 20:37:11;1234216133751955458;@pizzahut so did you guys raise your prices to pay for this marketing campaign?;0
2020-03-01 20:34:55;1234215562718449671;@old_pizzahut I agree Meri should leave she's got nothing in common with the other wives,she's grown away from them… https://t.co/VpgFs8FaAj;-1
2020-03-01 20:33:16;1234215148354539520;RT @DSolberg: Great idea! @pizzahut @DominosCanads “pizzeria puts shelter dogs on pizza boxes to help them get adopted!” @aarcs @dogma http…;1
2020-03-01 20:27:30;1234213698216058880;@pizzahut you've charged me twice? Please can you rectify this?;0
2020-03-01 20:26:49;1234213523095506944;@Bobby19_ @pizzahut Genuinely so baffled by what just happened, I tried to explain but they didn’t want to know :(;1
2020-03-01 20:26:39;1234213483346087936;@Nayrixx @pizzahut This is vile;0
2020-03-01 20:25:23;1234213165606559745;"RT @Nayrixx: Thanks to @pizzahut  in the Trafford centre who just yefused to serve me and my family food because I’m “too drunk” 

I’ve not…";-1
2020-03-01 20:24:44;1234213002129412099;"RT @Nayrixx: Thanks to @pizzahut  in the Trafford centre who just yefused to serve me and my family food because I’m “too drunk” 

I’ve not…";-1
2020-03-01 20:24:22;1234212907837116416;@101_Williams This isn't what we want to hear. Were you able to contact your local store about your order?;1
2020-03-01 20:21:43;1234212241475543041;"RT @Nayrixx: Thanks to @pizzahut  in the Trafford centre who just yefused to serve me and my family food because I’m “too drunk” 

I’ve not…";-1
2020-03-01 20:20:51;1234212023761637377;@pizzahut placed an order through the app. Money came out of my account but order didn't go through. Now I'm told I… https://t.co/Eyhf2LnHCS;0
2020-03-01 20:16:26;1234210913533644800;@icysurfas Thank you, Justin. Would you mind letting our friends @PizzaHutCanada know about this?;0
2020-03-01 20:15:12;1234210601439760384;@pizzahut TACO pizza to Charlotte, NC please!! #tacopizzacharlotte;0
2020-03-01 20:15:04;1234210567176544263;@Nayrixx @pizzahut This is so shockingly dreadful Ryan I’m so sorry;-1
2020-03-01 20:12:50;1234210004279930887;@pizzahut Same;0
2020-03-01 20:12:03;1234209806514176000;@iamReGGo Would you mind sending us a private message so we can look into this for you? https://t.co/PQtSXiQxeo;0
2020-03-01 20:11:15;1234209607926476801;Who let me get high and order @pizzahut 🍕😂 https://t.co/8SframAAfL;1
2020-03-01 20:10:43;1234209471775289349;males are really the inferior gender lmaoo wtf is wrong with y’all;-1
2020-03-01 20:10:25;1234209395938033665;@pizzahut Wings wings wings wings wings wings wings wings wings wings;0
2020-03-01 20:10:20;1234209375528636422;@pizzahut has the worst mobile order experience I have ever gone though.;-1
2020-03-01 20:08:56;1234209022233980929;"@pizzahut Yes. It was cancelled. What a major inconvenience though. Order placed at 9:07pm EST &amp; the delivery guy c… https://t.co/GYQCNm9cuc";1
2020-03-01 20:07:57;1234208776300851200;@Becca_alicerose Our friends @PizzaHutUK and @PizzaHutDeliver should be able to help you with this.;1
2020-03-01 20:07:57;1234208775093051393;@pizzahut @Sega_Sean y’all owe that man a pizza;0
2020-03-01 20:07:12;1234208589235073024;@Nayrixx @pizzahut Wait, how did they conclude that you were drunk, the hell? 🤯;-1
2020-03-01 20:06:18;1234208360209305600;RT @PizzaHutCanada: Last chance for $5 pizzas. Don't miss out, get yours today at https://t.co/73Qzp691WC. https://t.co/kKKJC32E58;0
2020-03-01 20:02:58;1234207522891808769;@pizzahut Can I get a uh...Boneless Pizza?;0
2020-03-01 20:01:17;1234207100068409350;Audio quality is overrated, @todddakin has a greasy little secret he doesn’t want @pizzahut to know and revenge is… https://t.co/OhIc4Y5oI0;-1
2020-03-01 19:58:48;1234206473607053319;@pizzahut what is your secret to such wonderfully fluffy and delicious pizza? Asking for a friend.;1
2020-03-01 19:57:51;1234206236507299840;Hey @dominos. When are you all going to get stuffed crust pizza? Tired of the long delivery times and cold food fro… https://t.co/ZqxcPq4oWx;-1
2020-03-01 19:56:56;1234206002913955840;@pizzahut Wings^10;0
2020-03-01 19:56:07;1234205799397888002;Thanks to @pizzahut  in the Trafford centre who just yefused to serve me and my family food because I’m “too drunk”… https://t.co/CbiCkjwAWk;-1
2020-03-01 19:53:16;1234205083455381507;There is a @pizzahut 2.4 miles away and yet they stopped delivering.. why? 😩😩;0
2020-03-01 19:51:34;1234204655179239427;"RT @OrlandoCitySC: A result=Half off @pizzahut large pizzas

Use code LIONSWIN for your online orders! 🍕 #VamosOrlando https://t.co/WjYvETp…";1
2020-03-01 19:49:26;1234204115967676416;@ashmariexoxo Oh, no! Are you experiencing issues when trying to use our website as well?;0
2020-03-01 19:47:59;1234203752506232832;@pizzahut Stick to the pizza my guy;0
2020-03-01 19:47:15;1234203566396493824;@georgegamer49 Close enough!;0
2020-03-01 19:46:26;1234203363383758848;@pizzahut Free Large any huh? https://t.co/I3bA83gss4;1
2020-03-01 19:43:19;1234202578105307148;@pizzahut This truly disturbs me if I say Wings 10 times will Wings appear;0
2020-03-01 19:41:54;1234202220624633856;@Kingizzy30 We wanted to check in. Were you able to contact your local store and receive your order?;1
2020-03-01 19:41:22;1234202084871897094;@pizzahut come on guys.  From the tweets today on your timeline, am I in a for a disappointment? https://t.co/bulNFy4vQQ;-1
2020-03-01 19:33:26;1234200088236482561;@dominos Call @pizzahut;0
2020-03-01 19:32:05;1234199749517086720;Last chance for $5 pizzas. Don't miss out, get yours today at https://t.co/73Qzp691WC. https://t.co/kKKJC32E58;0
2020-03-01 19:31:44;1234199663030476801;@pizzahut my mommy said no;0
2020-03-01 19:29:58;1234199219868749824;@pizzahut Wangs x 10;0
2020-03-01 19:20:49;1234196915715215361;@pizzahut Wings;0
2020-03-01 19:20:18;1234196784538406912;@rohini_sgh Check them in any pizzahut, burger king or KFC outlet with their family enjoying life.;1
2020-03-01 19:18:04;1234196224451981312;Pizza is here. Thanks @pizzahut https://t.co/qPKa4Hv7ms;1
2020-03-01 19:05:29;1234193054506115075;@TheLastDogMiner Those wings are only a phone call away. 😉;0
2020-03-01 19:04:27;1234192798166986752;@ArtsyReaderGirl @pizzahut Uhhh 30 min or it's free?;1
2020-03-01 19:02:39;1234192344531992576;@pizzahut now you can get this full family meals delivered for $11.37 i paid last can feed 6 people now thats cheap for pizza hut.;1
2020-03-01 19:01:02;1234191937370050561;"RT @pizzahut: Bet you can’t reply “wings"" to this tweet 10 times in a row without being interrupted https://t.co/xLXcBk5D8Q";0
2020-03-01 18:57:31;1234191051906260993;DAMN @pizzahut, @dominos is killing you in app downloads. #pizzawar #deepdish #extracheese https://t.co/xeVVh6a4hg;0
2020-03-01 18:57:05;1234190942455857152;@pizzahut has the worse customer service I swear 🤨;-1
2020-03-01 18:52:28;1234189782504366082;I was about to order Pizzahut but they sent me to voicemail... thinkin this a sign🤔;0
2020-03-01 18:52:14;1234189721577951232;As usual. Where ya  @pizzahut https://t.co/dADxuFkvE6;-1
2020-03-01 18:49:13;1234188963897839626;@pizzahut a while two hours for a dam pizza nvm again https://t.co/Q1C9kC4PJF;0
2020-03-01 18:47:36;1234188554135207941;@pizzahut @Ewok Where’s my follow tho??;0
2020-03-01 18:40:18;1234186719290937353;RT @Jeffvilliany: I just ordered a $6.99 Each: 2 Medium Pizzas, Any Toppings online from Pizza Hut! -  https://t.co/ELDIwOwAg7 https://t.co…;0
2020-03-01 18:38:59;1234186388398071810;@pizzahut Wingggggggsssssss;0
2020-03-01 18:38:42;1234186314360246272;@pizzahut Wingggggssssss;0
2020-03-01 18:38:37;1234186296542875654;@pizzahut Wingggssss;0
2020-03-01 18:38:21;1234186229882785803;@pizzahut Winggssss;0
2020-03-01 18:38:13;1234186193480421377;@pizzahut Wingggss;0
2020-03-01 18:38:04;1234186157094731777;@pizzahut Wingsssss;0
2020-03-01 18:38:01;1234186142884515843;@pizzahut Wingssss;0
2020-03-01 18:37:57;1234186128133103617;@pizzahut Wingss;0
2020-03-01 18:37:50;1234186096285753345;@pizzahut Wings;0
2020-03-01 18:36:28;1234185754491990018;I just ordered a $6.99 Each: 2 Medium Pizzas, Any Toppings online from Pizza Hut! -  https://t.co/ELDIwOwAg7 https://t.co/C4CLCRRPP3;0
2020-03-01 18:28:40;1234183790391488512;Probably PizzaHut;0
2020-03-01 18:15:20;1234180434151563265;@Dominos_UK Okay but if it gets to July 2020 and you are still ignoring me, I'm breaking up with @Dominos_UK as a b… https://t.co/hxVopTsk9G;1
2020-03-01 18:14:31;1234180229075066880;"🔥 Take:

The Cajun style dry rub wings at @pizzahut are really good.";1
2020-03-01 18:10:43;1234179273621168128;@pizzahut not delivering to my address has pure ruined this lazy Sunday. I need stodge.;-1
2020-03-01 18:10:04;1234179108399198208;@brennann_samm @pizzahut Terrible reason to not eat Pizza Hut again. NO ONE out pizzas the hut;-1
2020-03-01 18:08:40;1234178756685680640;@pizzahut Thanks for taking care of this.;1
2020-03-01 18:04:47;1234177781203951616;And make it stuff crust too @pizzahut;0
2020-03-01 18:04:39;1234177746542063616;@jbrianaaaa We can try to help. Would you mind sending us a private message with some details? https://t.co/PQtSXiQxeo;0
2020-03-01 18:04:00;1234177583278886912;@pizzahut Wings;0
2020-03-01 18:03:56;1234177564740128768;@pizzahut Wings;0
2020-03-01 18:03:51;1234177546469756930;@pizzahut Wings;0
2020-03-01 18:03:47;1234177527536607233;@pizzahut Wings;0
2020-03-01 18:03:42;1234177506724286466;@pizzahut Wings;0
2020-03-01 18:03:17;1234177404198932480;@pizzahut Wings;0
2020-03-01 18:03:11;1234177379708391430;@pizzahut Wings;0
2020-03-01 18:03:00;1234177331364859904;@pizzahut Wings;0
2020-03-01 18:02:52;1234177297160298497;@pizzahut Wings;0
2020-03-01 18:02:44;1234177264146927616;How I'm avoiding #Coronovirius today. @Walmart grocery pick up. And @pizzahut carryout. Avoid social interaction.;1
2020-03-01 18:01:34;1234176973330690050;@Dominos_UK Alas, apparently you haven't. As its nearly the one year anniversary of your lack of delivery or repaym… https://t.co/Be9y10Nj7n;-1
2020-03-01 18:00:35;1234176725451448320;@pizzahut I did it! Is there a reward? 😅 https://t.co/IPSdsv1ouL;0
2020-03-01 18:00:32;1234176713245982720;@pizzahut Wings;0
2020-03-01 17:59:41;1234176496387973120;@pizzahut stop coming out with these new trash pizzas and bring the #TripleDecker back. ASAP  https://t.co/6Pw8THDJY0 via @YouTube;1
2020-03-01 17:59:30;1234176451538300928;@pizzahut wiNGs;0
2020-03-01 17:59:18;1234176399478530048;@pizzahut WIngs;0
2020-03-01 17:59:08;1234176358424682503;@pizzahut WingS;0
2020-03-01 17:58:57;1234176311637221382;@pizzahut WinGs;0
2020-03-01 17:58:47;1234176270960709632;@pizzahut WiNgs;0
2020-03-01 17:58:22;1234176164001931270;@pizzahut wingS;0
2020-03-01 17:58:12;1234176122918752257;@pizzahut winGs;0
2020-03-01 17:58:02;1234176083668426752;@pizzahut wiNgs;0
2020-03-01 17:57:43;1234176000755478528;@pizzahut wIngs;0
2020-03-01 17:57:34;1234175964428541955;@pizzahut Wings;0
2020-03-01 17:57:26;1234175930374840320;@mikevincent Mike we'd like to look into this. Would you mind sending us a private message with some details? https://t.co/PQtSXiQxeo;0
2020-03-01 17:55:09;1234175354828247040;@NotoriousTake Oh, no! Were you able to contact your local store and get this problem fixed?;1
2020-03-01 17:54:28;1234175182618497031;@joshlegend13 We can try to help, Josh! Would you mind sending us a private message? https://t.co/PQtSXiQxeo;0
2020-03-01 17:53:52;1234175031896207360;@ThomasHollinger This isn't right! Mind sending us a private message so we can try to help? https://t.co/PQtSXiQxeo;1
2020-03-01 17:50:53;1234174281740779520;@thicccyvickyy We'll accept this answer.;0
2020-03-01 17:50:30;1234174188023373825;"RT @DetailEthiopia: Belayab to expand into Djibouti 

Opens Cold Stone creamery franchise

Belayab Foods  – owners of @pizzahut and @ColdSt…";-1
2020-03-01 17:49:54;1234174033224179713;@IQ_GodSon @pizzahut Enjoyed your game yesterday.  Keep up the good work.  Be blessed;1
2020-03-01 17:48:27;1234173668860645377;#pizzahut ...worst service..branch - crown interior plaza, Faridabad..thanks for messing up my mood and fake commitment of delivery;-1
2020-03-01 17:48:12;1234173608144056325;A result = half off pizzahut large pizza. Use code LIONSWIN for your online orders! 🍕 #VamosOrlando https://t.co/I8aNnVmjHv;1
2020-03-01 17:47:26;1234173413528305665;"RT @rpenav91: @pizzahut for(i = 0; i &lt; 10; i++)
     println(""wings"")";0
2020-03-01 17:47:02;1234173315578761216;"RT @OrlandoCitySC: A result=Half off @pizzahut large pizzas

Use code LIONSWIN for your online orders! 🍕 #VamosOrlando https://t.co/WjYvETp…";1
2020-03-01 17:45:44;1234172987848503303;@pizzahut Wings ten times in a row.;0
2020-03-01 17:45:34;1234172946589069313;@dominos I have some @pizzahut in the fridge. Can’t wait 😊;0
2020-03-01 17:44:57;1234172790221279232;@pizzahut, your store in Hinesville, GA off General Screven is absolutely terrible.;-1
2020-03-01 17:43:58;1234172541213782016;@dominos @pizzahut Help them out!;0
2020-03-01 17:40:08;1234171577169825793;@pizzahut Wings Wings Wings Wings Wings Wings Wings Wings Wings Wings Wings Wings Wings Wings Wings Wings Wings Win… https://t.co/7Bpsw2DK45;1
2020-03-01 17:40:07;1234171572602183682;@hrtbrkniall @ING @Wendys @pizzahut I cant stand these homophones😔always ringing and shit🙄;-1
2020-03-01 17:39:08;1234171325238956033;@pizzahut You're right;1
2020-03-01 17:38:47;1234171237212905472;@star_dfs What about the other 9 times?;-1
2020-03-01 17:36:45;1234170725121982464;@NessaV_32 Same.;0
2020-03-01 17:36:07;1234170567785250816;@The_baDST_26 We don't take issues like this lightly. Would you mind sending us a private message so we can try to… https://t.co/W0ZnAyn9oL;1
2020-03-01 17:32:09;1234169566735077379;@pizzahut you should be ashamed that this comes out of your restaurant. Especially since you can buy a 10 pack for… https://t.co/4CmyPiOSe8;0
