time	id	text	sentiment
2020-03-04 23:36:27	1235348411752345600	RT @keloland: BREAKING: Police have made an arrest in connection with the killing of a Domino’s Pizza delivery driver on February 26 in Sio…	-1
2020-03-04 23:36:14	1235348357243179010	BREAKING: Police have made an arrest in connection with the killing of a Domino’s Pizza delivery driver on February… https://t.co/Os70ObWzZ2	-1
2020-03-04 23:36:00	1235348297033953280	We went to go eat kbbq in sweats &amp; pj’s shit was depressingggg https://t.co/RqYfg47RBv	-1
2020-03-04 23:35:17	1235348116133597186	RT @RonenRupdates: Here’s some of our faves from Ronen’s @ABookOf shoot! 1/2 https://t.co/D27VSMS2Y7	0
2020-03-04 23:35:10	1235348086240796672	"On my flight to Melbourne. 
Co-worker: Is there wifi on this plane?
Me: Nah...
Co-worker:.... OMG.... it’s literall… https://t.co/IPkg3UEqTZ"	0
2020-03-04 23:33:04	1235347558710509576	RT @Courtney_Louis1: I would rather Callum be distraught about failing his police assessment as he's still not fully recovered from the kid…	-1
2020-03-04 23:32:53	1235347515479855109	@DaveHillbilly @PersevereEver @pookietooth @Grandma_Boom @calijeff1 @PoliticsPot @tangledblues @GoofyGary7… https://t.co/6VAIwslagy	0
2020-03-04 23:32:09	1235347330364297216	Hillary, just like Biden, won a ton of southern states which are great in a primary and seem to just domino for who… https://t.co/pFI0kElngj	1
2020-03-04 23:30:52	1235347004244492302	RT @BallumSoulmates: #Ballum Callum being disaught is probably cause he doesn't pass his assessment &amp; Ben's plan isn't gonna be dodge &amp; wil…	0
2020-03-04 23:30:07	1235346815748276226	"RT @HotNewHipHop: Off his acclaimed 2014 Forest Hills Drive album, @JColeNC's ""No Role Modelz"" puts exclamation marks on a longstanding str…"	0
2020-03-04 23:27:54	1235346257654231042	@Clayton_txt I'm pretty loyal to Domino's for their 2 for $5.99 deal, but this LC delivery is game changing	1
2020-03-04 23:24:50	1235345486200147968	"RT @ActuallyRafa: Fox’s 2020 Winter TCA’s 
#911LoneStar 
#foxtv 
@911LoneStar 
@FOXTV 
@TVGuide 
Styled by: @blackgadivo https://t.co/Q0Hnb…"	0
2020-03-04 23:24:18	1235345352573816832	RT @buttonalltheway: Omg what if during Callum’s assessment he has a ptsd moment. The kidnapping is bound to affect him somehow. #ballum	0
2020-03-04 23:22:34	1235344918102585346	RT @DiscordAddams: I don’t personally care how “good” or “bad” someone’s drag is. But I absolutely care how good or bad your attitude is. A…	1
2020-03-04 23:21:40	1235344689152356352	RT @Amandycat: @notanastronomer @dataandpolitics @Victor_Asal @dclingi This is Domino. She's a hen we rescued. She wants to lay an egg, but…	1
2020-03-04 23:21:13	1235344576875024386	RT @alexvarsaphoto: Ultra just set the domino effect for festival season... it’s a cure being almost a year out no festival is going to wan…	-1
2020-03-04 23:18:42	1235343946110337025	"RT @HotNewHipHop: Off his acclaimed 2014 Forest Hills Drive album, @JColeNC's ""No Role Modelz"" puts exclamation marks on a longstanding str…"	0
2020-03-04 23:18:12	1235343819643727872	"@SumBod3 @penmodo It's a character from a game called ""No One Can Stop Mr. Domino"""	-1
2020-03-04 23:16:36	1235343417154162688	@JOHNTAY85992740 @cdpiglet @Nick_Herrera34 @Mrrealistcowbo1 It's not an old line. It is the reality. Dak is the fir… https://t.co/ajsx6OAdVZ	1
2020-03-04 23:14:35	1235342906426261506	People asking me on OfferUp if I deliver...I’m not domino’s	0
2020-03-04 23:09:44	1235341686655639552	@justapedn_cob @lauferlaw It’s a domino being pushed over...	0
2020-03-04 23:09:10	1235341544779112448	RT @Commanderastara: See the climate here is a little cooler and fluctuates more in temperature. If the homeless rates skyrocket that's mor…	1
2020-03-04 23:08:33	1235341391397556225	RT @alexvarsaphoto: Ultra just set the domino effect for festival season... it’s a cure being almost a year out no festival is going to wan…	-1
2020-03-04 23:07:49	1235341206747566083	RT @ericjohnsalut: Had the chance of hosting the welcome presscon for @Espanto2001 by BeauteDerm.  Darren is such a wonderful and intellige…	1
2020-03-04 23:07:29	1235341120948887552	"RT @JO1fully: Keigo's DOMINO lineup:
-Ren
-Shion
-Takumi
-Mame
-Keigo
-Shosei
-Shoya

JUNKI THREW A TANTRUM BC KEIGO DIDN'T PICK HIM TOO"	0
2020-03-04 23:07:24	1235341098983268354	Extravaganza specialty pizza small at Domino's! Most veggies And meats!  Same price	1
2020-03-04 23:05:46	1235340688805498881	"RT @HotNewHipHop: Off his acclaimed 2014 Forest Hills Drive album, @JColeNC's ""No Role Modelz"" puts exclamation marks on a longstanding str…"	0
2020-03-04 23:02:18	1235339817644421120	"RT @HotNewHipHop: Off his acclaimed 2014 Forest Hills Drive album, @JColeNC's ""No Role Modelz"" puts exclamation marks on a longstanding str…"	0
2020-03-04 22:57:27	1235338595629703175	@TwickenTom @Sirholidayalot @ITinvestorUK Sure but that doesn't mean size isn't an issue.  Their best performing st… https://t.co/fr1jhJ49Vo	1
2020-03-04 22:56:34	1235338373834911744	Literally the on;y thing I gotta do is actually apply to Glasgow for a transfer for Zack and get the job with the n… https://t.co/Ljsx0vhnuq	0
2020-03-04 22:56:09	1235338269161902080	RT @alexvarsaphoto: Ultra just set the domino effect for festival season... it’s a cure being almost a year out no festival is going to wan…	-1
2020-03-04 22:55:37	1235338135913058304	"In an hour or so, I managed to:
Switch my address for the bank back to my mother's address
Go through the process o… https://t.co/8nLQba4rmE"	0
2020-03-04 22:55:35	1235338128090697729	sitting in traffic behind an accident is making me hungry cuz theres a domino's right next to me and this bus aint moving	-1
2020-03-04 22:55:12	1235338031122575362	The headline reads alarmist, but the analysis is sound. The Bond release delay could prove to be Hollywood's Lehman… https://t.co/vorhob459j	1
2020-03-04 22:54:04	1235337743682633728	"RT @HotNewHipHop: Off his acclaimed 2014 Forest Hills Drive album, @JColeNC's ""No Role Modelz"" puts exclamation marks on a longstanding str…"	0
2020-03-04 22:53:53	1235337697037881345	"RT @HotNewHipHop: Off his acclaimed 2014 Forest Hills Drive album, @JColeNC's ""No Role Modelz"" puts exclamation marks on a longstanding str…"	0
2020-03-04 22:53:30	1235337604133945346	Domino’s Pizza $DPZ Started a New Bullish Cycle breaking to new all time highs and aiming for target at $525… https://t.co/wCAdPo4YqN	1
2020-03-04 22:51:14	1235337033008193541	Ultra just set the domino effect for festival season... it’s a cure being almost a year out no festival is going to… https://t.co/Yi4KLBkkaZ	0
2020-03-04 22:50:17	1235336790858518528	"RT @HotNewHipHop: Off his acclaimed 2014 Forest Hills Drive album, @JColeNC's ""No Role Modelz"" puts exclamation marks on a longstanding str…"	0
2020-03-04 22:49:31	1235336598067257344	ordered domino’s, bought a pride sticker, and donated to bernie all in the span of 2 mins i really need to stop spending money	1
2020-03-04 22:49:29	1235336591301844992	See the climate here is a little cooler and fluctuates more in temperature. If the homeless rates skyrocket that's… https://t.co/cxjrLdhBeq	1
2020-03-04 22:48:48	1235336418232324098	@BenHouchen @flybe @EasternAirways It's very worrying darling. Could there be a domino effect ?	1
2020-03-04 22:48:14	1235336278805303296	"RT @JO1fully: Kimata's DOMINO lineup:

-Junki
-that's it
-it's a Junki solo

look at junkimata sailing, Keigo sank junkeigo himself"	0
2020-03-04 22:47:56	1235336200225001472	"RT @JO1fully: Keigo's DOMINO lineup:
-Ren
-Shion
-Takumi
-Mame
-Keigo
-Shosei
-Shoya

JUNKI THREW A TANTRUM BC KEIGO DIDN'T PICK HIM TOO"	0
2020-03-04 22:47:44	1235336150350532610	"RT @HotNewHipHop: Off his acclaimed 2014 Forest Hills Drive album, @JColeNC's ""No Role Modelz"" puts exclamation marks on a longstanding str…"	0
2020-03-04 22:46:11	1235335759483240448	"RT @HotNewHipHop: Off his acclaimed 2014 Forest Hills Drive album, @JColeNC's ""No Role Modelz"" puts exclamation marks on a longstanding str…"	0
2020-03-04 22:46:00	1235335713639419904	"Off his acclaimed 2014 Forest Hills Drive album, @JColeNC's ""No Role Modelz"" puts exclamation marks on a longstandi… https://t.co/DgxWai9PDZ"	0
2020-03-04 22:42:54	1235334935302623232	It’s about to get harder for you women that claim kids that you don’t care for ... “domino mothufucka”	-1
2020-03-04 22:42:05	1235334730377289729	@punishedzizek Four Lions except it's a group of  leftists planning a terror attack that will supposedly cause a do… https://t.co/u8fSF8IQfF	0
2020-03-04 22:41:29	1235334577553539078	"Here's a thing I worked on. Still hoping we get some free Domino's pizza out of this. 🤞

Thanks for being a good sp… https://t.co/BzHyZ3lZhc"	1
2020-03-04 22:39:00	1235333951545323520	"RT @JO1fully: Keigo's DOMINO lineup:
-Ren
-Shion
-Takumi
-Mame
-Keigo
-Shosei
-Shoya

JUNKI THREW A TANTRUM BC KEIGO DIDN'T PICK HIM TOO"	0
2020-03-04 22:34:50	1235332904709951488	A customer in work came in tonight and said to me “been quiet tonight cause of the coronavirus? We’re all gonna die… https://t.co/icDhQbzqK0	0
2020-03-04 22:32:35	1235332339141693440	"RT @perlausten: Two-factor authentication (TOTP) and Let’s Encrypt integration coming in Domino V12
#EngageUG https://t.co/59mhjQrXdV"	0
2020-03-04 22:31:06	1235331965424988162	@NSaifolahi It was from Domino's 🤣	0
2020-03-04 22:26:21	1235330768982986754	we bout to fck this domino’s up 🥳🥳	0
2020-03-04 22:23:46	1235330119209816067	And finally...Genesis members Phil Collins, Tony Banks, and Mike Rutherford will reunite this Fall for their first… https://t.co/9UK4CGEbOb	1
2020-03-04 22:22:50	1235329884731453440	currently waiting for the first domino to fall over, someone’s been fiddling with the final ones in the chain	1
2020-03-04 22:19:06	1235328943768686592	lincoln domino's don't sell dough balls ive lit had enough	0
2020-03-04 22:10:44	1235326841600258048	RT @DiscordAddams: I don’t personally care how “good” or “bad” someone’s drag is. But I absolutely care how good or bad your attitude is. A…	1
2020-03-04 22:10:11	1235326699467878400	RT @ThemedReality: @truth_animal @EthanNotFine @CurtLiving4 @livekindlyco Nope. But there's a domino effect in play. Once one law's in plac…	0
2020-03-04 22:07:21	1235325988264964107	@anitasamarth @chrissyfarr @sxsw @WaltDisneyWorld @HIMSS My guess would be that larger companies / vendors likely f… https://t.co/LucUkOaHdS	0
2020-03-04 22:06:32	1235325783440318464	"Oh, the edits that someone could do with this...

The people in the right side panels are definitely hooking up whi… https://t.co/GNPOaEDRO8"	1
2020-03-04 22:05:52	1235325613801603074	RT @DiscordAddams: I don’t personally care how “good” or “bad” someone’s drag is. But I absolutely care how good or bad your attitude is. A…	1
2020-03-04 22:05:46	1235325589726392323	RT @DiscordAddams: I don’t personally care how “good” or “bad” someone’s drag is. But I absolutely care how good or bad your attitude is. A…	1
2020-03-04 22:05:23	1235325492619771904	@greggutfeld heres the Democrats decision. They picked the best looking peice of pizza in a week old domino's box.	1
2020-03-04 22:05:00	1235325395840294913	I’ve been using natural deodorant for 5 years—here’s the deal: https://t.co/Brj0wVXvHe https://t.co/G09d6JizfW	1
2020-03-04 22:04:19	1235325223915921414	I don’t personally care how “good” or “bad” someone’s drag is. But I absolutely care how good or bad your attitude… https://t.co/5HLaPQ8WKC	1
2020-03-04 22:00:20	1235324220512534536	@rattieratbags Little Domino just needs more time.  She's so cute.	1
2020-03-04 21:57:47	1235323579912376321	When one thing goes wrong in my day it’s like it becomes a domino effect 🤦🏾‍♀️	-1
2020-03-04 21:54:59	1235322876305313797	@andre_masse @OL Domino's ligue 2 tocard	0
2020-03-04 21:54:15	1235322692422832130	RT @Reductress: Whoa! This Woman Woke Up from a Coma With the Sudden Ability to Assistant Manage a Domino’s: https://t.co/8eRXa8aJhQ https:…	-1
2020-03-04 21:53:44	1235322560432267265	@StormIsUponUs @peilmymailcom1 Yep!!! With the runoff scheduled for March 31 perhaps the first domino from all the… https://t.co/YWbVDttcDM	1
2020-03-04 21:51:03	1235321886558609408	Domino's Mix &amp; Match Deal! Choose any 2 or more for $5.99 each! All day, every day. https://t.co/6OvdLYpnq6	1
2020-03-04 21:47:39	1235321028835975169	Whenever a company goes, it’s a domino effect affecting their direct employees, other companies and their employees… https://t.co/RiswpHbrfV	-1
2020-03-04 21:44:00	1235320113211068416	@HelmanDC An entirely lucid moment, after the serotonin high wore off from the Domino's... or, before... Regardless, a great point.	1
2020-03-04 21:40:51	1235319317673189376	RT @Reductress: Whoa! This Woman Woke Up from a Coma With the Sudden Ability to Assistant Manage a Domino’s: https://t.co/8eRXa8aJhQ https:…	-1
2020-03-04 21:39:55	1235319083224182786	Two of my best friends gave birth yesterday and I’m over here thrilled about earning a free medium pizza from Domino’s 🤷🏼‍♀️	1
2020-03-04 21:38:35	1235318750129385477	@jaybortnik @JanisIrwin @jkenney Don't want debt, don't support corporate welfare. UCP budget projection included d… https://t.co/rTp6WGmd7x	0
2020-03-04 21:34:38	1235317755055923204	RT @ThemedReality: @truth_animal @EthanNotFine @CurtLiving4 @livekindlyco Nope. But there's a domino effect in play. Once one law's in plac…	0
2020-03-04 21:34:32	1235317730775117830	@2020thoughts_ Everyone’s pregnant lol Sophie Turner, Jenna Dewan, Domino Kirke (Penn Badgley’s wife), Michelle Wil… https://t.co/aQkKKiPBSH	1
2020-03-04 21:33:20	1235317427921129472	Top story: Genesis Reveal Dates for ‘Last Domino?’ Reunion Tour – Variety https://t.co/geEcZY8AMZ, see more https://t.co/PoeTx3cRmd	1
2020-03-04 21:32:59	1235317337563242497	they mention that some coupons are valid for selective restaurants because when I applied the coupon and I read the… https://t.co/EfNm4IaKpc	0
2020-03-04 21:27:17	1235315907091730433	@MaxTundra Just checking in. I like to do it annually. How’s your follow up to the wonderful “Parallax Error Behead… https://t.co/RcEiM1Wpwc	1
2020-03-04 21:26:25	1235315686022537216	WHITE HOUSE CHATS...WITH FAT'S DOMINO!!! xoxo	0
2020-03-04 21:26:23	1235315678372036608	RT @Reductress: Whoa! This Woman Woke Up from a Coma With the Sudden Ability to Assistant Manage a Domino’s: https://t.co/8eRXa8aJhQ https:…	-1
2020-03-04 21:25:29	1235315451724472325	RT @Reductress: Whoa! This Woman Woke Up from a Coma With the Sudden Ability to Assistant Manage a Domino’s: https://t.co/8eRXa8aJhQ https:…	-1
2020-03-04 21:25:26	1235315441532309504	RT @Undershafted: @TheRickWilson Trump’s team will go down in history with other tactical geniuses like the inventors of the Maginot Line,…	-1
2020-03-04 21:25:17	1235315401220861957	"@heather_harvell @Wynonna I remember Fats Domino a 78's, ""The Joint's Jumpin' ""!"	0
2020-03-04 21:23:01	1235314832729133056	Based on the number of Domino’s ad push notifications I got by installing their app, I can confidently say that the… https://t.co/gfDmtyYo2U	1
2020-03-04 21:20:19	1235314150504648704	RT @sbjsbd: The first domino in #NASCAR's planned schedule changes for the 2021 calendar and beyond appears to have fallen, with our @A_S12…	1
2020-03-04 21:17:02	1235313325887631362	$DPZ NEW ARTICLE : Why Domino's Pizza Stock Jumped 20% in February https://t.co/PhgdZCZDJe Get all the latest $DPZ… https://t.co/zppUlFOsXw	1
2020-03-04 21:15:33	1235312953378959361	He's gonna cheat on you with Domino's if you continue https://t.co/FNyIQd8JlH	0
2020-03-04 21:15:00	1235312815059148802	"RT @reesetheone1: OHH! this explains the Great South Carolina Beating and the Domino effect!

15 million folks saw Joe call Sanders out on…"	1
2020-03-04 21:13:33	1235312448552538113	RT @MIDUFINGA: He's Wilding: Domino's Manager Spazzes Out On A Employee During A Shift! https://t.co/BZncMiSzpx #MIDUFINGA #KKSHWORLD #FOLL…	0
2020-03-04 21:13:22	1235312402645880833	@truth_animal @EthanNotFine @CurtLiving4 @livekindlyco Nope. But there's a domino effect in play. Once one law's in… https://t.co/v7Mrkhg5PS	0
2020-03-04 21:12:11	1235312103801729027	@tirrynalumach no one else cares as much as domino's	1
2020-03-04 21:09:31	1235311432553697285	We need to talk about Domino's Double Decadence and why it needs to return immediately	0
2020-03-04 21:08:56	1235311288068321280	RT @dominos: @art_rangel Please send an email (including Domino's in the subject line) with these details to customercare@helloworldfulfill…	-1
2020-03-04 21:07:34	1235310941337718784	RT @Reductress: Whoa! This Woman Woke Up from a Coma With the Sudden Ability to Assistant Manage a Domino’s: https://t.co/8eRXa8aJhQ https:…	-1
2020-03-04 21:04:15	1235310107371753472	He’s the first domino. https://t.co/ICPhyxTJ9s	1
2020-03-04 21:03:03	1235309805868322816	😁Always Fresh, Never Frozen Dough! Domino's Bahamas!😁 #dominos #dominospizza #food #lunch #dinner #bahamas https://t.co/rdE5bSuXhG	1
2020-03-04 21:02:42	1235309718693957632	RT @Reductress: Whoa! This Woman Woke Up from a Coma With the Sudden Ability to Assistant Manage a Domino’s: https://t.co/8eRXa8aJhQ https:…	-1
2020-03-04 21:01:49	1235309495229845505	RT @AnthonyMichau18: When the domino's start to fall the Dem's criminal empire will out in the open. Even the brainwashed left won't be abl…	-1
2020-03-04 21:01:30	1235309416284655630	RT @Reductress: Whoa! This Woman Woke Up from a Coma With the Sudden Ability to Assistant Manage a Domino’s: https://t.co/8eRXa8aJhQ https:…	-1
2020-03-04 21:01:03	1235309303944400898	RT @Reductress: Whoa! This Woman Woke Up from a Coma With the Sudden Ability to Assistant Manage a Domino’s: https://t.co/8eRXa8aJhQ https:…	-1
2020-03-04 21:00:43	1235309218305126405	Whoa! This Woman Woke Up from a Coma With the Sudden Ability to Assistant Manage a Domino’s: https://t.co/8eRXa8aJhQ https://t.co/5og5xIHoOO	-1
2020-03-04 21:00:11	1235309085446332416	@heyriddleriddle @JPsoFLY @ErinKeif2 @adalrifai &lt;3 Just thought you might be entertained that this tweet is being r… https://t.co/E9WIIOMS3m	0
2020-03-04 20:58:13	1235308590619136007	@RAIHAN_ at least it's not on the dial like some other Rolexes from Domino's	-1
2020-03-04 20:55:55	1235308011024982019	"RT @eddiejmauro: SCOTUS is hearing arguments that will determine the future of #RoeVWade. 
👉We're in jeopardy of having the first domino fa…"	1
2020-03-04 20:54:11	1235307575085797377	Genesis Reveal Dates for ‘Last Domino?’ Reunion Tour – Variety https://t.co/D0mljfuLj0, see more https://t.co/2AE6cAU1g3	1
2020-03-04 20:52:41	1235307196604444680	Let me get domino’s pizza 🍕 ❤️❤️. What are y’all having for supper??	0
2020-03-04 20:51:49	1235306981050720264	@snuuyuni They wanna play us the domino's way like we are Scandinavia bitches	0
2020-03-04 20:48:14	1235306079959109638	"RT @FelDaCougar: That’s it. I’m tired of this.

Next week, I’m getting a ref sheet.

I don’t care what it costs."	-1
2020-03-04 20:46:04	1235305533562900486	RT @HBK_Evs: Domino’s app: Jack has left the store with your order	0
2020-03-04 20:45:23	1235305358740029441	Domino’s app: Jack has left the store with your order https://t.co/zcAhQdnTlZ	0
2020-03-04 20:39:58	1235303998107852809	"@genesisarchive I'm thinking that ""domino"" is going to be in the set list again...it's just a feeling..!!"	0
2020-03-04 20:39:46	1235303947902095361	"Fave reads of the last week (2/26-3/4):
- Invisible Kingdom #10 by @GWillowWilson delivers a surprising twist.
- X-… https://t.co/PdH92PnaOf"	1
2020-03-04 20:39:20	1235303838015422465	@PaisanoCowboy1 @dbolli @CompoundBoss LBJ said “Welcome my son, welcome to the machine. Where have you been?” And I… https://t.co/uuVxf3gSlZ	1
2020-03-04 20:38:49	1235303706381479941	What’s wrong with y’all? https://t.co/CCDIcQxkIB	-1
2020-03-04 20:35:46	1235302940296073216	Was just told by domino’s “sorry sir we can’t deliver right now because it’s raining outside” like bro what the fuck	-1
2020-03-04 20:32:16	1235302058615590913	"Fox News: Woman's drunk boyfriend orders Domino's, accidentally sends over $200 worth of chicken wings to house.
https://t.co/8ZFubXaAlw"	-1
2020-03-04 20:31:23	1235301839479939079	"RT @eddiejmauro: SCOTUS is hearing arguments that will determine the future of #RoeVWade. 
👉We're in jeopardy of having the first domino fa…"	1
2020-03-04 20:23:25	1235299831553421312	"RT @perlausten: Two-factor authentication (TOTP) and Let’s Encrypt integration coming in Domino V12
#EngageUG https://t.co/59mhjQrXdV"	0
2020-03-04 20:22:57	1235299714486149120	@GaryandShannon I think the local kid who delivers for Domino's drives the same Dodge Charger.	0
2020-03-04 20:22:30	1235299600367579143	It’s too saucy😭 Pizza Hut got the best pizza period, domino’s runner up https://t.co/R4wGiYSkdl	1
2020-03-04 20:21:26	1235299333463060482	@moawko I do something similar but it's eating an entire large 3 topping pizza from Domino's by myself.	1
2020-03-04 20:19:02	1235298730338856969	RT @sbjsbd: The first domino in #NASCAR's planned schedule changes for the 2021 calendar and beyond appears to have fallen, with our @A_S12…	1
2020-03-04 20:18:43	1235298648797347841	@A3beansalad Our drivers are expected to drive in accordance with Domino's safe driving policy and UK highway law.… https://t.co/RPskRDkJVX	1
2020-03-04 20:18:02	1235298478097600513	@DemetriusHarmon you not gon tweet about it being Domino’s birthday?	0
2020-03-04 20:17:14	1235298274778763264	@tycynthiaaa Hi, which Domino's Pizza location did you get sick from? We are working to detect outbreaks and your report may be helpful.	-1
2020-03-04 20:15:43	1235297896540626949	Order domino’s so much I got a free pizza 🍕😋	1
2020-03-04 20:13:02	1235297219923849216	"@chiIIum @realDonaldTrump I'm with Brian. I still don't buy it. 

If the runoff is March 31st then perhaps prior to… https://t.co/iy3ulM4f2w"	0
2020-03-04 20:10:30	1235296583731863564	"RT @JO1fully: Kimata's DOMINO lineup:

-Junki
-that's it
-it's a Junki solo

look at junkimata sailing, Keigo sank junkeigo himself"	0
2020-03-04 20:08:06	1235295979039076352	RT @soojinsins: what’s happening right now is literally a domino effect because i feel like a lot of people wanted to leave for a long time…	1
2020-03-04 20:06:13	1235295504344526849	Of course the first time I decide to treat myself to Domino’s in almost a month, I try to order online &amp; it says I… https://t.co/lbSBg3tzNB	1
2020-03-04 20:05:58	1235295440268075023	@_nrvmos I won't even do that ading. Lol, I'm hella strict on myself. I don't even buy bottled water in vending mac… https://t.co/PPhp4Sj3Hx	1
2020-03-04 20:05:04	1235295215335989250	"SCOTUS is hearing arguments that will determine the future of #RoeVWade. 
👉We're in jeopardy of having the first do… https://t.co/mQy6eaADJI"	1
2020-03-04 20:04:38	1235295107387187201	@Knowable_com @GeorgeTakei Absolutely agree on cheap fish! I am also a pizza snob - no Domino's, Pizza hut, Little Caesars etc	1
2020-03-04 20:04:33	1235295083785842694	I wish I could mute everything that doesn’t agree with me, but the fact is I can’t. There is no way to silence the… https://t.co/VnbGCq7Bkn	0
2020-03-04 20:03:09	1235294733372723207	RT @pangurandgrim: another before &amp; after because I am obsessed w documenting Chiefcake's growth https://t.co/ykFEUsteot	-1
2020-03-04 20:02:42	1235294617479892994	@friend2pudding Like, even on the album that's the apotheosis of pop-Genesis, Domino absolutely goes hard as fuck	-1
2020-03-04 20:01:28	1235294307076255747	"RT @NeedsMother: WHO'S gona cultivate THAT LAND NOW?
WHO'S gona drop seeds 4 NEW GROWTH 4 ALL OUR wildlife that COUNT ON THEM?
The domino e…"	1
2020-03-04 19:51:21	1235291762182303750	@dumbmongreldog yeah i dread it every time but tbf the two massive delays were saturdays. we usually collect w domi… https://t.co/XkWUVVmAx8	-1
2020-03-04 19:50:17	1235291496020160513	i have a crush on the girl who delivers for domino’s to my house lol she knows who i am and the first time she came… https://t.co/SybyKzGe9a	1
2020-03-04 19:49:55	1235291402990428160	I am now caught up... with last week's comics. I'm enjoying domino-centric X-Force a lot!! That and NM were probs m… https://t.co/JLy6JZUVt0	1
2020-03-04 19:49:34	1235291312427061248	@StigAbell My thoughts exactly and have decided not to go to the kebab shop, but will get domino's to deliver instead.	1
2020-03-04 19:48:37	1235291075406942210	Overdraft fees. ATM fees. Cell phone upgrade fee. Domino’s delivery fee. Ticketmaster processing fee. https://t.co/00QT430FcC	0
2020-03-04 19:46:12	1235290468172386304	@BoundaryBreak I once ordered from Pizza Hut and they sent me an uncooked pizza. Rather, barely cooked - the dough… https://t.co/jwtdxRHDOW	-1
2020-03-04 19:43:02	1235289670776508417	Domino Sugar will import tons more raw Mexican sugar to make up for crop-destroying U.S. weather, and Baltimore emp… https://t.co/OccY643OpB	1
2020-03-04 19:42:21	1235289497237106688	RT @Dana_The_Smurf: Politics should be taught throughout all 4 years of high school and be a requirement in college. There's way too many y…	1
2020-03-04 19:42:20	1235289491725791233	"@kobunheat It's very odd. We haven't had this at any point in Switch's life. 

Xenoblade Chronicles Definitive Edit… https://t.co/RnBezchWsj"	-1
2020-03-04 19:40:44	1235289090599399432	RT @nigewillson: eBay, Domino's, and more are using AI that's eerily human-like to write ads and emails — the CEO behind the tech explains…	1
2020-03-04 19:40:39	1235289068386254863	RT @nigewillson: eBay, Domino's, and more are using AI that's eerily human-like to write ads and emails — the CEO behind the tech explains…	1
2020-03-04 19:38:53	1235288624654102529	@TBoneWFNZ @InizioPizza hands down... they are phenomenal.  I've only been to the Providence Commons location, but… https://t.co/u2GMz1sHEa	1
2020-03-04 19:36:34	1235288043453648905	"@BritishProg Here's an opportunity for another poll. As @HackettOfficial  will be touring with his ""Seconds Out"" to… https://t.co/5BGPfEp0WG"	0
2020-03-04 19:36:19	1235287978089558016	RT @lovebombie: Papa Johns way better than Domino’s!!	1
2020-03-04 19:35:56	1235287883432460288	"@Dominos_UK Some Irishman ordered 1x Domino's Cookies and 1x Personal 7"" The Meatfielder + Classic Crust with my em… https://t.co/ff1hFe8WBq"	1
2020-03-04 19:33:22	1235287238176632834	Politics should be taught throughout all 4 years of high school and be a requirement in college. There's way too ma… https://t.co/C9lan9chjh	1
2020-03-04 19:30:21	1235286479246630915	RT @AnthonyMichau18: When the domino's start to fall the Dem's criminal empire will out in the open. Even the brainwashed left won't be abl…	-1
2020-03-04 19:28:18	1235285962692997120	"RT @reesetheone1: OHH! this explains the Great South Carolina Beating and the Domino effect!

15 million folks saw Joe call Sanders out on…"	1
2020-03-04 19:28:04	1235285901540044801	Papa Johns way better than Domino’s!!	1
2020-03-04 19:22:49	1235284581147906052	RT @kelvi: Don’t feel guilty for doing what’s best for you.	1
